NTAX,STRHT,SRATE,REPL,GTRE,NGEN,MTHD,NODE,SEFN,SERF,NQSC,SECS,FRAC
200,10000000,1e-07,8,estimatedgenetre,250,astral_3_v5.7.7,heron04,2,0.010101,0.8503206545232412,13.317,0.0
200,10000000,1e-07,8,estimatedgenetre,250,fastral,heron04,2,0.010101,0.8503206545232412,24.132,0.0
200,10000000,1e-07,8,estimatedgenetre,250,TRUE,heron04,0,0.0,0.850287619575759,0.0,0.0
200,10000000,1e-07,8,truegenetrees,250,treeqmc_n0_v1.0.0,heron04,1,0.005051,0.9370476533428488,32.539,0.0
200,10000000,1e-07,8,truegenetrees,250,treeqmc_n1_v1.0.0,heron04,1,0.005051,0.9370476533428488,33.832,0.0
200,10000000,1e-07,8,truegenetrees,250,treeqmc_n2_v1.0.0,heron04,1,0.005051,0.9370476533428488,33.731,0.0
200,10000000,1e-07,8,truegenetrees,250,astral_3_v5.7.7,heron04,1,0.005051,0.9370476533428488,6.058,0.0
200,10000000,1e-07,8,truegenetrees,250,fastral,heron04,1,0.005051,0.9370476533428488,22.532,0.0
200,10000000,1e-07,8,truegenetrees,250,TRUE,heron04,0,0.0,0.9370341772483706,0.0,0.0
200,10000000,1e-07,8,estimatedgenetre,1000,treeqmc_n0_v1.0.0,heron04,2,0.010101,0.847220762405415,127.919,0.0
200,10000000,1e-07,8,estimatedgenetre,1000,treeqmc_n1_v1.0.0,heron04,2,0.010101,0.847220762405415,134.736,0.0
200,10000000,1e-07,8,estimatedgenetre,1000,treeqmc_n2_v1.0.0,heron04,3,0.015152,0.8472207448292179,134.633,0.0
200,10000000,1e-07,8,estimatedgenetre,1000,astral_3_v5.7.7,heron04,2,0.010101,0.847220762405415,72.154,0.0
200,10000000,1e-07,8,estimatedgenetre,1000,fastral,heron04,2,0.010101,0.847220762405415,66.774,0.0
200,10000000,1e-07,8,estimatedgenetre,1000,TRUE,heron04,0,0.0,0.8471900068939184,0.0,0.0
200,10000000,1e-07,8,truegenetrees,1000,treeqmc_n0_v1.0.0,heron04,1,0.005051,0.933239313043432,129.495,0.0
200,10000000,1e-07,8,truegenetrees,1000,treeqmc_n1_v1.0.0,heron04,1,0.005051,0.933239313043432,138.119,0.0
200,10000000,1e-07,8,truegenetrees,1000,treeqmc_n2_v1.0.0,heron04,1,0.005051,0.933239313043432,133.189,0.0
200,10000000,1e-07,8,truegenetrees,1000,astral_3_v5.7.7,heron04,1,0.005051,0.933239313043432,13.122,0.0
200,10000000,1e-07,8,truegenetrees,1000,fastral,heron04,1,0.005051,0.933239313043432,69.622,0.0
200,10000000,1e-07,8,truegenetrees,1000,TRUE,heron04,0,0.0,0.9332288635397704,0.0,0.0
200,10000000,1e-07,9,estimatedgenetre,250,treeqmc_n0_v1.0.0,heron04,11,0.055555999999999994,0.7397964459774985,33.953,0.0
200,10000000,1e-07,9,estimatedgenetre,250,treeqmc_n1_v1.0.0,heron04,7,0.035354000000000003,0.7398013593544179,35.214,0.0
200,10000000,1e-07,9,estimatedgenetre,250,treeqmc_n2_v1.0.0,heron04,6,0.030302999999999997,0.7397742477178012,35.331,0.0
200,10000000,1e-07,9,estimatedgenetre,250,astral_3_v5.7.7,heron04,9,0.045455,0.7398046338884906,56.766,0.0
200,10000000,1e-07,9,estimatedgenetre,250,fastral,heron04,9,0.045455,0.7398046338884906,27.357,0.0
200,10000000,1e-07,9,estimatedgenetre,250,TRUE,heron04,0,0.0,0.739545899634598,0.0,0.0
200,10000000,1e-07,9,truegenetrees,250,treeqmc_n0_v1.0.0,heron04,0,0.0,0.9374358120165124,32.7,0.0
200,10000000,1e-07,9,truegenetrees,250,treeqmc_n1_v1.0.0,heron04,0,0.0,0.9374358120165124,33.791,0.0
200,10000000,1e-07,9,truegenetrees,250,treeqmc_n2_v1.0.0,heron04,0,0.0,0.9374358120165124,33.717,0.0
200,10000000,1e-07,9,truegenetrees,250,astral_3_v5.7.7,heron04,0,0.0,0.9374358120165124,6.079,0.0
200,10000000,1e-07,9,truegenetrees,250,fastral,heron04,0,0.0,0.9374358120165124,22.157,0.0
200,10000000,1e-07,9,truegenetrees,250,TRUE,heron04,0,0.0,0.9374358120165124,0.0,0.0
200,10000000,1e-07,9,estimatedgenetre,1000,treeqmc_n0_v1.0.0,heron06,8,0.040404,0.7301987830444282,136.11599999999999,0.0
200,10000000,1e-07,9,estimatedgenetre,1000,treeqmc_n1_v1.0.0,heron06,6,0.030302999999999997,0.7301835826894942,141.414,0.0
200,10000000,1e-07,9,estimatedgenetre,1000,treeqmc_n2_v1.0.0,heron06,5,0.025253,0.730182550382805,139.857,0.0
200,10000000,1e-07,9,estimatedgenetre,1000,astral_3_v5.7.7,heron06,9,0.045455,0.7302028871898169,651.85,0.0
200,10000000,1e-07,9,estimatedgenetre,1000,fastral,heron06,9,0.045455,0.7302028871898169,72.841,0.0
200,10000000,1e-07,9,estimatedgenetre,1000,TRUE,heron06,0,0.0,0.7299623096139438,0.0,0.0
200,10000000,1e-07,9,truegenetrees,1000,treeqmc_n0_v1.0.0,heron06,1,0.005051,0.9380639155372824,129.831,0.0
200,10000000,1e-07,9,truegenetrees,1000,treeqmc_n1_v1.0.0,heron06,1,0.005051,0.9380639155372824,134.22899999999998,0.0
200,10000000,1e-07,9,truegenetrees,1000,treeqmc_n2_v1.0.0,heron06,1,0.005051,0.9380639155372824,133.863,0.0
200,10000000,1e-07,9,truegenetrees,1000,astral_3_v5.7.7,heron06,1,0.005051,0.9380639155372824,14.071,0.0
200,10000000,1e-07,9,truegenetrees,1000,fastral,heron06,1,0.005051,0.9380639155372824,68.529,0.0
200,10000000,1e-07,9,truegenetrees,1000,TRUE,heron06,0,0.0,0.9380618525766174,0.0,0.0
